SMILES,label_0,label_1,label_2,label_3,label_4
N#CCc1ccccc1,0.75,1.03,0.0,0.5,1.012
CCCCOC(=O)CC=C,0.21,0.59,0.0,0.43,1.2672
NC(=O)Nc1ccc(cc1)Cl,1.22,1.57,0.81,0.55,1.195
CC(=O)Oc1ccc(cc1)C,0.66,1.01,0.0,0.55,1.2135
OCC1OC(C(C1OC1OC(CN)C(C(C1N)O)O)O)OC1C(O)C(N)CC(C1OC1OC(CN)C(C(C1N)O)O)N,3.96,4.2,2.5,6.0,4.2768
CCC(=O)N1CCCCC1,0.3,1.25,0.0,0.8,1.2427
ClCCOS(=O)OC(COc1ccc(cc1)C(C)(C)C)C,1.34,1.4,0.0,1.3,2.5052
OC1C(OC2OC(C(=O)O)C(C(C2O)O)O)C(OC(C1O)C(=O)O)OC1CCC2(C(C1(C)C)CCC1(C2C(=O)C=C2C1(C)CCC1(C2CC(C)(CC1)C(=O)O)C)C)C,3.53,1.85,6.8,5.9,5.9904
CCCCOc1ccc(cc1)OCCCN1CCOCC1,1.03,1.5,0.0,1.4,2.4336
COc1ccc(cc1)CC=C,0.8,0.73,0.0,0.44,1.2957
CC1CCC(C(=O)C1)C(C)C,0.32,0.61,0.0,0.62,1.4247
N#Cc1ncccn1,0.74,0.66,0.0,0.8,0.7889
N#CNC(=NCCCOc1cccc(c1)CN1CCCCC1)NCCNC(=O)c1ccc(cc1)N,2.95,3.0,1.2,2.97,3.8322
CCOC(=O)C=C,0.21,0.64,0.0,0.42,0.8445
CCCCC(=O)CC(=O)C,0.41,0.67,0.07,0.62,1.2672
CCCC(=O)CC(=O)CCC,0.41,0.64,0.11,0.64,1.4081
C1OCCOc2ccccc2OCCOCCOCCOC1,1.05,2.47,0.0,1.9,2.369
O1CCOCCOc2c(OCCOCC1)cccc2,1.06,1.94,0.0,1.59,2.0285
CCCCOC(=O)CCC(=O)OCCCC,0.04,0.95,0.0,0.84,1.9482
CCCCC(=O)OCCC,0.08,0.56,0.0,0.45,1.3102
C/C(=C/COC(=O)C)/CCC=C(C)C,0.35,0.7,0.0,0.65,1.7878
O=N(=O)C12CN3CN(C2)CN(C1)C3,1.34,1.78,0.0,0.92,1.2427
O=C/C=C(/CCC=C(C)C)\C,0.61,0.83,0.0,0.52,1.4473
CCOC(=O)CCCCC(=O)OCC,0.09,1.1,0.0,1.01,1.6664
CCCCOC(=O)C=C,0.18,0.62,0.0,0.42,1.1263
NCCO,0.46,0.67,0.52,0.9,0.5489
C[Si](O[Si](C)(C)C)(O[Si](O[Si](C)(C)C)(C)C)C,-0.72,-0.17,0.0,0.56,2.6765
C[Si](O[Si](O[Si](C)(C)C)(C)C)(O[Si](O[Si](C)(C)C)(C)C)C,-0.94,-0.18,0.0,0.72,3.263
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,4.8992
COC(CC(O)C)(C)C,0.18,0.65,0.31,0.98,1.2123
C1OCCOCCOc2c(OC1)cccc2,1.07,1.7,0.0,1.21,1.688
C1COCCOc2ccccc2OCCOCCOCCOc2c(OCCO1)cccc2,1.68,3.4,0.0,2.34,3.376
OC(=O)CCI,0.77,1.02,0.62,0.53,0.8639
CCOC(=O)C,0.11,0.62,0.0,0.45,0.7466
CC(=CC(=O)C)C,0.41,0.66,0.0,0.54,0.9267
OC(=O)CC(=O)O,0.38,1.46,0.99,0.59,0.6801
O1CCOc2ccccc2OCCOCCOc2c(OCC1)cccc2,1.69,2.73,0.0,1.78,2.695
CCc1cccc(c1)CC,0.64,0.5,0.0,0.18,1.28
CCOC(=O)CC(=O)C,0.21,0.8,0.0,0.86,1.0441
COC(=O)Cc1ccc(cc1)O,0.91,1.36,0.59,0.7,1.2722
O=N(=O)c1cc(N(=O)=O)c(c(c1)C(C)(C)C)O,1.23,1.6,0.2,0.55,1.6871
CCCCCCOC(=O)C(=C)C,0.15,0.49,0.0,0.45,1.549
ClCCCCl,0.41,0.74,0.0,0.17,0.7761
C1CC=CC1,0.34,0.2,0.0,0.1,0.6615
CCNC(=O)c1cocc1,0.7,0.89,0.36,0.85,1.0745
O=C1CCCN1CCCCN1CCN(CC1)c1nccc(c1)C(F)(F)F,1.07,1.98,0.0,1.96,2.658
CCCCCC(=O)O,0.17,0.6,0.6,0.45,1.0284
ClCCCC#C,0.38,0.65,0.12,0.25,0.8495
C1CCCOC1,0.28,0.47,0.0,0.55,0.7632
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,0.02,0.65,0.0,0.57,3.2398
CCCCCCC,0.0,0.0,0.0,0.0,1.0949
CC=CC=CC=O,0.77,0.84,0.0,0.51,0.8837
CCCNCCC,0.12,0.3,0.08,0.68,1.0538
CCCCCCCCCCCCOC(=O)C(=C)C,0.13,0.49,0.0,0.45,2.3944
CCSC(C)(C)C,0.33,0.3,0.0,0.47,1.1175
CCCCCCOC(=O)C,0.06,0.6,0.0,0.45,1.3102
O=C(c1cc(c(cc1O)Cl)S(=O)(=O)N)Nc1c(C)cccc1C,2.46,3.25,1.33,1.48,2.4242
CCCCOCCCC,0.0,0.25,0.0,0.45,1.2945
CCCCCCCCCCCCCC(=O)OCCC,-0.01,0.56,0.0,0.45,2.5783
NCCCCCCNC(=O)O,0.56,1.68,1.0,1.24,1.3689
CCCCCCCCCCCC(=O)O,0.08,0.65,0.62,0.45,1.8738
CCCCCCCCCO,0.19,0.42,0.37,0.48,1.4354
CCCCCCCOC(=O)c1ccc(cc1)N,1.0,1.35,0.22,0.71,2.0178
CCCCCCCCOC(=O)c1ccc(cc1)N,1.0,1.36,0.22,0.71,2.1587
Cc1ccc2c(c1)Cc1c2cccc1,1.59,1.03,0.0,0.25,1.4974
CCCCCCCCCCS,0.34,0.4,0.0,0.21,1.6811
CCCCCCCCCOC(=O)C,0.04,0.6,0.0,0.45,1.7329
Cc1cccc2c1ccs2,1.32,0.85,0.0,0.19,1.151
Cc1ccc2c(c1)ccs2,1.32,0.85,0.0,0.19,1.151
Cc1cccc2c1scc2,1.32,0.85,0.0,0.19,1.151
CCCCCCCCCCCCBr,0.33,0.4,0.0,0.12,1.9744
CCCCCCNCCCCCC,0.07,0.3,0.08,0.69,1.8992
CCNCc1ccccc1,0.76,0.78,0.1,0.75,1.2389
CCCCOCCOCCOCCO,0.17,0.96,0.28,1.44,1.7524
COCCOCCOCCOCCOC,-0.02,1.11,0.0,1.79,1.8111
CCCCCCCCCCCCCCCCN,0.17,0.35,0.16,0.61,2.4628
C[Hg]I,1.4,1.31,0.07,0.2,0.7821
CON=C(c1ccccc1COc1ccccc1C)C(=O)OC,1.15,1.42,0.0,1.44,2.4182
Cc1ccc(c(c1)N=Nc1ccc(cc1)N(=O)=O)O,1.87,1.38,0.5,0.75,1.8546
CCc1ccc(cc1)CC(=O)O,0.73,0.97,0.6,0.64,1.3544
C=C[Si](O[Si](C)(C)C)(C)C,-0.19,-0.03,0.0,0.28,1.602
C[SiH](O[Si](C)(C)C)C,-0.22,-0.16,0.0,0.31,1.3632
c1ccn(c1)Cc1ccco1,0.83,1.1,0.0,0.46,1.146
CN(CCc1c[nH]c2c1cc(cc2)Cn1cncn1)C,2.13,2.9,0.31,1.44,2.1373
OC(c1ccccc1)(C1CCCCC1)CCN1CCCCC1,1.37,1.2,0.3,1.23,2.6303
CN(S(=O)(=O)c1ccccc1)C,1.1,1.58,0.0,0.82,1.3789
NC(=O)CI,1.07,1.48,0.55,0.65,0.7641
OC(=O)CF,0.27,1.18,0.81,0.36,0.4825
Ic1cccc(c1)C(=O)C,1.37,1.23,0.0,0.43,1.2721
Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2O,3.05,2.75,0.32,2.82,3.0983
OC(=O)C(=O)O,0.4,1.21,0.75,0.51,0.5392
OC(CN1CCC(CC1)N(c1nc2c(s1)cccc2)C)COc1ccc(c(c1)F)F,2.67,2.0,0.14,1.9,3.0887
CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,3.9,3.15,0.6,1.95,3.9783
OC(=O)C=Cc1cccc(c1)C,1.14,0.99,0.58,0.57,1.3114
CCOc1cc[n+](cc1)[O-],0.72,1.19,0.72,1.05,1.0745
CC(=O)NS(=O)(=O)c1ccc(cc1)N,1.48,2.73,0.42,1.3,1.4944
Nc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)C,2.14,2.4,0.61,1.44,1.7881
Cc1cccc(c1)N(C(=O)c1ccccc1)O,1.71,1.3,0.31,1.07,1.7802
C[Si]([Si](C)(C)C)(C)C,0.1,0.08,0.0,0.17,1.4454
Clc1cnccn1,0.73,0.94,0.0,0.45,0.7566
OC1CCC2(C(=CCC3C2CCC2(C3CCC2C(=O)C)C)C1)C,1.36,3.29,0.32,1.18,2.6645
CC[Si]1(CC)O[Si](CC)(CC)O[Si](O[Si](O1)(CC)CC)(CC)CC,-0.27,-0.13,0.0,0.91,3.472
CCC[C@]([C@H]1C[C@]23C=C[C@]1(OC)[C@H]1[C@]43CCN([C@@H]2Cc2c4c(O1)c(O)cc2)C)(O)C,1.81,1.45,0.5,2.26,3.1421
CCOc1ccccn1,0.64,0.68,0.0,0.52,1.0158
CC1=CCCCCC1,0.43,0.22,0.0,0.1,1.0842
Cc1cc[nH]n1,0.59,0.92,0.54,0.37,0.6772
CCCCCCCCCCCCCCCCCCCO,0.14,0.42,0.37,0.48,2.8444
CCCCCCCCCCCCCCCCCO,0.15,0.42,0.37,0.48,2.5626
Cc1csc2c1cccc2,1.32,0.85,0.0,0.19,1.151
CCCCCCCCCS,0.35,0.4,0.0,0.21,1.5402
OC(COc1cc(C)ccc1Cl)CNC(C)(C)C,1.0,1.15,0.17,1.39,2.1832
COCc1c(c2ccc(cc2)F)c(/C=C/[C@H](C[C@H](CC(=O)O)O)O)c(nc1C(C)C)C(C)C,2.23,2.22,1.1,2.65,3.6218
CCC=CC=C,0.35,0.23,0.0,0.1,0.868
COC(=O)c1cccc(c1)C(=O)OC,0.78,1.48,0.0,0.67,1.4288
OC1CCCCC1O,0.63,0.8,0.75,0.9,0.9628
CC(N(CC#C)C)Cc1ccccc1,0.87,1.03,0.09,0.91,1.7165
CCCC[Sn](CCCC)(CCCC)CCCC,0.47,0.16,0.0,0.16,2.7339
CC1(O)CCCC1,0.39,0.44,0.27,0.59,0.9041
O=C1CN=C(c2c(N1)ccc(c2)N(=O)=O)c1ccccc1,2.3,1.53,0.33,1.43,1.9848
Cc1ccc(c(n1)C)C,0.67,0.72,0.0,0.62,1.098
CCc1ccc(c(n1)C)C,0.67,0.68,0.0,0.41,1.2389
Cc1ccc2c(n1)c(C)ccc2,1.32,0.93,0.0,0.57,1.3261
CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C,1.66,1.37,0.0,1.0,2.4772
OC(=O)CCP(=O)(c1ccccc1)O,1.09,1.53,0.9,1.45,1.5355
Cc1cnc(c(n1)C)C,0.66,0.74,0.0,0.81,1.0569
COc1cccc(c1C(=O)O)OC,0.88,1.68,0.68,0.8,1.3309
CCCCC(C(C)C)CC,0.0,0.0,0.0,0.0,1.5176
CCCC/C=C/C,0.12,0.08,0.0,0.07,1.0519
CCC/C=C/CC,0.12,0.08,0.0,0.07,1.0519
O=N(=O)c1cccc2c1[nH]c(n2)C(F)(F)F,1.27,1.76,0.3,0.63,1.2735
OCc1c2ccccc2cc2c1cccc2,2.24,1.48,0.31,0.75,1.654
O=C1Nc2c(C1)cc(c(c2)Cl)CCN1CCN(CC1)c1nsc2c1cccc2,3.38,2.75,0.48,1.75,2.9243
Oc1ccc2c(c1)CCC2,0.96,0.83,0.56,0.41,1.0892
COC(=O)c1ccc(c(c1)N(=O)=O)Cl,1.1,1.48,0.0,0.58,1.3692
CCCC(CC(C)(C)C)C,0.0,0.0,0.0,0.0,1.5176
CCOc1ccc2c(c1C(=O)NC1C(=O)N3C1SC(C3C(=O)O)(C)C)cccc2,3.33,2.07,0.53,2.17,2.9457
CN1CCCCC1CCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)C,2.72,2.86,0.0,1.63,3.0191
ClCC=CCCl,0.58,0.95,0.0,0.22,0.874
Oc1ccc(cc1)S(=O)(=O)C,0.98,2.0,0.95,0.75,1.1969
Oc1cccc(c1)S(=O)(=O)C,0.98,1.85,0.85,0.8,1.1969
OC(=O)c1cc2c([nH]1)cccc2,1.41,1.43,0.88,0.44,1.1617
OC[C@H]([C@H]([C@@H](C=O)O)O)O,1.11,1.4,1.05,1.55,1.0636
COc1ccccc1CC,0.74,0.8,0.0,0.3,1.1978
CC(CCCCC(=O)C)C,0.1,0.65,0.0,0.52,1.3924
CCC(c1ccc(cc1C)C)C,0.69,0.55,0.0,0.23,1.5618
OC(c1ccccc1)C(N)C,1.03,1.03,0.44,1.12,1.2976
Cn1c2ccccc2c2c1cccc2,1.53,1.63,0.0,0.24,1.4563
OCCC1CCCCN1,0.59,0.75,0.4,1.01,1.1448
CCCCC=CCC,0.13,0.08,0.0,0.07,1.1928
CCCC=CCCC,0.11,0.08,0.0,0.07,1.1928
COc1cccc(c1O)C=O,1.04,1.26,0.07,0.61,1.1313
CC(c1ncc(n1C)N(=O)=O)C,0.9,1.59,0.0,0.78,1.2741
CCOC(=O)c1cc[n+](cc1)[O-],0.76,1.25,0.36,1.12,1.2311
N#Cc1cc[n+](cc1)[O-],0.83,1.66,0.35,0.9,0.8887
CC([C@@H]1CC[C@]2([C@H]3[C@@H]1[C@@H]2C(=CC3)C)C)C,0.64,0.13,0.0,0.33,1.8533
Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,1.35,1.45,0.84,1.36,2.2321
CCCCC=CCC,0.12,0.08,0.0,0.07,1.1928
COC(=O)c1c(C)cccc1C,0.82,0.85,0.0,0.49,1.3544
COC(=O)c1c(Cl)cccc1Cl,1.01,1.3,0.0,0.38,1.3174
OCC(C(CO)O)O,0.79,1.5,1.65,1.42,0.907
CCCCCc1ccc(cc1)O,0.79,0.86,0.55,0.36,1.4796
CCCCC(C(=O)O)CC,0.18,0.57,0.6,0.5,1.3102
Clc1ccc2c(c1)cc(c(c2Cl)Cl)Cl,1.81,1.24,0.0,0.0,1.575
Clc1cc2c(cc1Cl)ccc(c2Cl)Cl,1.81,1.24,0.0,0.0,1.575
Clc1ccc2c(c1Cl)c(Cl)ccc2Cl,1.81,1.24,0.0,0.0,1.575
Clc1cc2cccc(c2c(c1Cl)Cl)Cl,1.81,1.24,0.0,0.0,1.575
Clc1c(Cl)ccc2c1c(Cl)c(cc2)Cl,1.81,1.3,0.0,0.0,1.575
CCCCOc1ccc(cc1)C(=O)O,0.88,0.97,0.56,0.53,1.554
OC(=O)c1cc(O)c(c(c1)O)O,1.29,1.54,1.62,0.88,1.1078
Oc1ccc(c2c1nccc2C)C,1.4,1.18,0.0,0.62,1.3848
COC(=O)c1cccc(c1C)C,0.8,0.85,0.0,0.5,1.3544
OC(=O)c1ccc(cc1)N,1.08,1.65,0.94,0.6,1.0315
COc1cccc(c1)O,0.88,1.17,0.59,0.38,0.9747
OC1CCCCCCCCC1,0.63,0.54,0.27,0.59,1.4677
Clc1cc2ccc(c(c2c(c1Cl)Cl)Cl)Cl,1.93,1.36,0.0,0.0,1.6974
O=C1CCCCCCCCC1,0.53,0.86,0.0,0.56,1.4247
Clc1cc(Cl)c2c(c1)cc(cc2Cl)Cl,1.81,1.18,0.0,0.0,1.575
Clc1cc2c(cc1Cl)cc(c(c2Cl)Cl)Cl,1.93,1.36,0.0,0.0,1.6974
Clc1cc2c(cc1Cl)c(Cl)cc(c2Cl)Cl,1.93,1.3,0.0,0.0,1.6974
Clc1ccc2c(c1Cl)cc(c(c2Cl)Cl)Cl,1.93,1.36,0.0,0.0,1.6974
Clc1cc(Cl)c2c(c1)c(Cl)c(cc2Cl)Cl,1.93,1.3,0.0,0.0,1.6974
Clc1cc(Cl)c2c(c1Cl)ccc(c2Cl)Cl,1.93,1.36,0.0,0.0,1.6974
Clc1ccc2c(c1Cl)c(Cl)c(cc2Cl)Cl,1.93,1.3,0.0,0.0,1.6974
Clc1cc(Cl)c2c(c1)c(Cl)cc(c2Cl)Cl,1.93,1.3,0.0,0.0,1.6974
Clc1cc(Cl)c2c(c1)cc(c(c2Cl)Cl)Cl,1.93,1.36,0.0,0.0,1.6974
Clc1cc2c(Cl)ccc(c2c(c1Cl)Cl)Cl,1.93,1.36,0.0,0.0,1.6974
Clc1cc(Cl)c2c(c1Cl)c(Cl)ccc2Cl,1.93,1.36,0.0,0.0,1.6974
CC1CCCCCCC1,0.34,0.1,0.0,0.0,1.2681
OC(CN1CCN(CC1C(=O)NC(C)(C)C)Cc1cccnc1)CC(C(=O)NC1C(O)Cc2c1cccc2)Cc1ccccc1,3.5,3.83,1.12,4.0,4.8988
CC1(C)CCC(O1)(C)C,0.16,0.36,0.0,0.66,1.1859
O=CC=Cc1ccccc1OC,1.05,1.48,0.0,0.62,1.3114
S(Cc1ccccc1)SCc1ccccc1,1.84,1.55,0.0,0.46,1.933
CN(C(=O)Nc1ccc(cc1)Cl)C,1.14,1.5,0.47,0.78,1.4768
COc1ccc(cc1)O,0.9,1.17,0.57,0.48,0.9747
COc1ccc(cc1)OC,0.81,1.0,0.0,0.5,1.1156
OCC=C(CCCC(CCCC(CCCC(C)C)C)C)C,0.3,0.95,0.38,0.58,2.9423
CC(/C=N/O)C,0.37,0.59,0.35,0.57,0.7877
COc1cccc(c1)OC,0.82,1.01,0.0,0.45,1.1156
CCN(c1cccc(c1)c1ccnc2n1ncc2C#N)C(=O)C,2.36,2.45,0.0,1.85,2.3058
CC(C(F)(F)F)(C(F)(F)F)O,-0.19,0.25,0.54,0.18,0.8371
N1CC1,0.37,0.92,0.17,0.44,0.3816
CCc1ccc(cc1)OC,0.73,0.8,0.0,0.3,1.1978
O=Cc1ccc(cc1)I,1.4,1.25,0.0,0.36,1.1312
ClC(C(F)(F)F)Br,0.1,0.38,0.15,0.03,0.7409
COc1ccc(cc1)CN(C)C,0.76,1.05,0.0,0.87,1.4385
CCCCc1ccc(cc1)CC,0.62,0.49,0.0,0.18,1.5618
CCC#CC(C1(CC=C)C(=O)NC(=O)N(C1=O)C)C,1.37,1.55,0.21,1.48,2.0903
CN(Cc1cccc(c1)Cl)C,0.78,0.81,0.0,0.63,1.3613
COc1cccc(c1)CN(C)C,0.76,1.05,0.0,0.87,1.4385
CC(CSSCC(C)C)C,0.6,0.4,0.0,0.38,1.5628
C/C=C/C=C/C=C/C,0.59,0.39,0.0,0.26,1.3886
C=Cc1ccc(cc1)N,1.21,1.1,0.25,0.38,1.055
OCC(CBr)(CBr)CBr,1.22,1.07,0.5,0.67,1.3968
CCCCC#CCC,0.21,0.3,0.0,0.15,1.1498
OCC(=O)C1(O)CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C,1.91,3.45,0.36,1.6,2.7389
O=C1CCC2(C(=C1)C=CC1C2CCC2(C1CCC2C(=O)C)C)C,1.63,3.33,0.0,1.15,2.5785
COc1cccc(c1)C#N,0.85,1.54,0.0,0.35,1.0707
C=C1CCCC1,0.35,0.28,0.0,0.1,0.8024
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,1.63,1.53,0.0,1.3,2.2459
CCC(c1ccccc1)c1ccccc1,1.28,1.04,0.0,0.33,1.7469
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1.81,1.85,0.55,0.77,2.025
Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O)c1ccc(c(c1)O)O,4.41,2.3,1.09,3.73,3.9651
CSC(=O)C,0.47,0.75,0.0,0.42,0.7105
COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)Br,2.64,2.54,0.25,1.2,2.285
CC(=O)OCC1=C(C(=O)O)N2C(SC1)C(C2=O)NC(=O)Cc1cccs1,2.4,3.2,0.53,2.45,2.615
CN1COCN(C1=NN(=O)=O)Cc1cnc(s1)Cl,1.76,1.57,0.0,1.84,1.8076
Nc1ccc2c(c1)Cc1c2cccc1,1.93,1.38,0.21,0.6,1.4563
CCC1(C(=O)NC(=O)NC1=O)C(C)(C)C,1.03,1.08,0.47,1.28,1.6557
CCCCOC(=O)Nc1ccccc1,0.9,1.25,0.4,0.6,1.5951
C=Cc1cccc(c1)N,1.21,1.12,0.26,0.46,1.055
CCCC1CN(C(C1)C(=O)NC(C1OC(SC)C(C(C1O)O)O)C(O)C)C,2.09,2.6,1.48,2.86,3.0999
CCN(c1cc(C)nc2n1ncn2)CC,1.49,1.14,0.0,1.21,1.6274
Oc1cc2OC(c3ccc(c(c3)O)O)C(Cc2c(c1)O)O,2.61,2.05,2.3,1.83,1.9905
C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,0.76,0.45,0.0,0.29,1.9845
O=N(=O)c1cc(ccc1Oc1ccc(cc1)N(=O)=O)C(F)(F)F,1.34,2.06,0.0,0.65,1.9253
FC(C1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2)(F)F,1.56,1.4,0.44,0.6,1.8901
ClCCNC(=O)N(CCCl)N=O,0.74,2.0,0.13,0.88,1.3887
CNC(=O)Nc1ccccc1Cl,1.16,1.36,0.66,0.83,1.3359
CSC(C)C,0.37,0.36,0.0,0.41,0.8357
NC(=N)NCCCNC(=O)C1CCCCN1C(=O)C(CC1CCCCC1)NCC(=O)O,2.06,3.01,1.44,3.36,3.5119
O=C(N(C)C)Nc1ccc(c(c1)Cl)C,1.11,1.5,0.47,0.81,1.6177
ClC1CCCCCCC1,0.6,0.46,0.0,0.1,1.2496
BrC1CCCCCCC1,0.74,0.48,0.0,0.16,1.3022
Cc1ncnc(c1)C,0.58,1.0,0.0,0.65,0.916
CCCCCCOP(OCCCCCC)O,0.03,1.19,0.1,0.96,2.1801
CCCCOCCOCCOCCOCCO,0.18,1.2,0.32,1.72,2.0929
CCCCCCCCCCCCCCCCCCCCCO,0.14,0.42,0.37,0.48,3.1262
CNC(=O)Oc1cccc2c1OC(C2)(C)C,0.92,1.08,0.21,1.1,1.6861
OC(=O)Cc1ccc(cc1)O,1.03,1.45,0.94,0.74,1.1313
CCOc1ccc(cc1)N,0.95,1.17,0.23,0.57,1.1567
CC(=O)c1ccc(cc1)S(=O)(=O)N,1.34,1.74,0.7,1.19,1.3946
Cl/C=C\Cl,0.44,0.61,0.11,0.05,0.5922
Cl/C=C/Cl,0.43,0.41,0.09,0.05,0.5922
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,1.88,3.38,0.57,1.96,2.5306
NC(c1ccccc1)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)C,2.53,3.3,1.15,2.6,2.4339
CC(Cc1ccc(cc1)C(C(=O)O)C)C,0.73,0.7,0.56,0.79,1.7771
COc1cccc(c1)C(=O)CCNC(C(c1ccccc1)O)C,1.83,1.85,0.45,1.75,2.5434
NCCCO,0.47,0.85,0.38,0.95,0.6898
CCCOCC(O)C,0.21,0.57,0.35,0.78,1.0714
CC(CCC=C(C)C)O,0.33,0.41,0.33,0.63,1.2515
CCOC(=O)c1ccncc1,0.76,1.05,0.0,0.71,1.1724
Clc1ccc(c(c1)C)O,0.89,0.91,0.63,0.22,1.0384
Clc1cc(C)c(c(c1)Cl)O,0.95,0.87,0.38,0.21,1.1608
CCCCOC(=O)C(CC)C,0.0,0.53,0.0,0.47,1.4511
CCc1nccnc1C,0.66,0.9,0.0,0.75,1.0569
CCc1nccnc1CC,0.65,0.82,0.0,0.79,1.1978
CCCCc1ccc(cc1)CCCC,0.6,0.48,0.0,0.18,1.8436
OC(=O)c1cc(N=Nc2ccc(c(c2)C(=O)O)O)ccc1O,2.21,1.61,1.43,0.84,2.0288
CCCC(=O)C(CC)C,0.11,0.62,0.0,0.53,1.2515
C/C=C\C=C,0.35,0.23,0.0,0.1,0.7271
O=Cc1ccc(cc1C)C,0.93,0.93,0.0,0.43,1.1548
NC(=O)c1cccc(c1)S(=O)(=O)N,1.51,2.37,0.6,1.28,1.3535
Cc1ccc2c(c1)c1cc(C)ccc1cc2,2.05,1.29,0.0,0.29,1.7362
CCC=CC=O,0.38,0.75,0.0,0.43,0.7858
CCC=CCO,0.35,0.52,0.35,0.53,0.8288
CCC=CCO,0.34,0.52,0.35,0.53,0.8288
CCCCCCCCCCCCCCCCCCCOC(=O)C,0.01,0.6,0.0,0.45,3.1419
COc1cccc(c1)N(C)C,1.06,1.08,0.0,0.6,1.2976
CCCN(c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O)CCC,0.99,1.72,0.0,0.6,2.204
CCN(C(=O)n1nnn(c1=O)c1ccccc1Cl)C1CCCCC1,2.75,1.97,0.0,1.38,2.518
Fc1ccc(c(c1)F)C(=O)O,0.69,0.82,0.71,0.4,0.9671
OCc1cccc(c1)Br,1.09,1.02,0.42,0.47,1.091
Clc1cc(Cl)c(cc1c1ccccc1)Cl,1.77,1.33,0.0,0.15,1.6914
CCCCC(CC)CC,0.0,0.0,0.0,0.0,1.3767
CCCCC(CCCC)C,0.0,0.0,0.0,0.0,1.5176
CCCCC(CCC)CC,0.0,0.0,0.0,0.0,1.5176
CCCCCCC(C)(C)C,0.0,0.0,0.0,0.0,1.5176
CCCCC(C(CC)C)C,0.0,0.0,0.0,0.0,1.5176
CCCC(CC(CC)C)C,0.0,0.0,0.0,0.0,1.5176
CCC(CCC(CC)C)C,0.0,0.0,0.0,0.0,1.5176
CCCCC(CCC)(C)C,0.0,0.0,0.0,0.0,1.5176
OC[C@H]([C@H]1O[C@H]2[C@@H]([C@H]1O)O[C@H](O2)C(Cl)(Cl)Cl)O,1.44,1.56,0.74,1.42,1.738
CC(OC)CO,0.23,0.59,0.3,0.85,0.7896
CCCCc1cccc(c1)C,0.62,0.5,0.0,0.18,1.4209
CCCCc1ccc(cc1)C,0.62,0.5,0.0,0.18,1.4209
Oc1ccc(c(c1Cl)Cl)Cl,1.07,0.96,0.7,0.15,1.1423
CCC(c1ccccc1C)C,0.65,0.55,0.0,0.19,1.4209
CCCCc1ccccc1C,0.65,0.54,0.0,0.18,1.4209
CCC(c1ccc(cc1)C)C,0.63,0.53,0.0,0.19,1.4209
Clc1cccc(c1c1c(Cl)cccc1Cl)Cl,1.84,1.48,0.0,0.15,1.8138
COCN(c1c(CC)cccc1CC)C(=O)CCl,1.16,1.2,0.0,1.15,2.1402
Cc1nccnc1CCC,0.66,0.87,0.0,0.76,1.1978
Cc1nccnc1CCCC,0.65,0.85,0.0,0.78,1.3387
CCCCc1cc(C)ccc1C,0.69,0.54,0.0,0.19,1.5618
CCCCc1c(C)cccc1C,0.64,0.53,0.0,0.19,1.5618
CCCCc1ccc(cc1C)C,0.68,0.55,0.0,0.19,1.5618
CCCCc1cc(C)cc(c1)C,0.64,0.5,0.0,0.18,1.5618
CCCc1ccccc1CC,0.67,0.53,0.0,0.18,1.4209
CC(=CC=CC(=O)C)C,0.86,0.79,0.0,0.75,1.1655
C[SiH](O[Si](C)(C)C)O[SiH](O[Si](C)(C)C)C,-0.63,-0.18,0.07,0.47,2.3947
Cc1cccc2c1cc[nH]2,1.2,1.09,0.44,0.32,1.0873
CCNc1nc(NC(C)C)nc(n1)OC,1.12,1.13,0.2,1.16,1.6968
COc1nc(NC(C)C)nc(n1)NC(C)C,1.07,1.1,0.22,1.12,1.8377
CCOC(=O)NCCC(C)C,0.2,0.88,0.24,0.66,1.41
CCNC(=O)C(OC(=O)Nc1ccccc1)C,1.2,1.86,0.62,1.23,1.8515
