SMILES,label_0,label_1,label_2,label_3,label_4
O=C1NC(=O)C(N1)(c1ccc(cc1)C)c1ccccc1,1.71,2.26,0.86,1.01,2.0102
COCC(N(c1c(C)cccc1CC)C(=O)CCl)C,1.11,1.53,0.0,1.25,2.2811
COP(=O)(OC)OC,0.11,1.1,0.0,1.0,0.9707
CC(=CCC[C@]1(C)[C@@H]2C[C@H]3[C@@]1(C)[C@@H]3C2)C,0.64,0.17,0.0,0.29,1.8533
OCC1OC(C(C1O)O)(CO)OC1OC(COC2OC(CO)C(C(C2O)O)O)C(C(C1O)O)O,3.28,3.4,3.0,4.5,3.2582
CCCOC(=O)C(CC)CC,0.07,0.48,0.0,0.47,1.4511
CCCCOC(=O)C(CC)CC,0.05,0.48,0.0,0.47,1.592
CCCCCOC(=O)C(CC)CC,0.04,0.48,0.0,0.47,1.7329
CCNC(=O)CC,0.31,1.27,0.4,0.72,0.9286
CCCOP(=O)(OCCC)OCCC,0.05,1.0,0.0,1.15,1.8161
Nc1ccc(c(c1)N)Cl,1.36,1.5,0.23,0.69,1.0384
CCCC1O[C@H]2[C@](O1)(C(=O)CO)[C@@]1([C@@H](C2)[C@@H]2CCC3=CC(=O)C=C[C@@]3([C@H]2[C@H](C1)O)C)C,2.33,3.03,0.41,2.17,3.2683
CC=C(C)C,0.16,0.08,0.0,0.07,0.7701
ClCC(C)C,0.19,0.37,0.0,0.12,0.7946
ClC=C(C)C,0.31,0.36,0.0,0.09,0.7516
CC(=C)CO,0.34,0.44,0.38,0.48,0.6879
OC[C@H](c1ccccc1)C(=O)O[C@@H]1C[C@H]2N([C@@H](C1)[C@H]1[C@@H]2O1)C,1.69,1.32,0.09,2.17,2.2321
SCC(C)C,0.36,0.33,0.0,0.24,0.8357
CCC(I)C,0.61,0.35,0.0,0.17,0.9304
CCC(S)C,0.34,0.36,0.0,0.25,0.8357
OC(=O)c1cc(Cl)cc(c1)Cl,1.14,1.04,0.67,0.25,1.1765
COCCOCC,0.06,0.7,0.0,0.74,0.9305
CC(=C)C(=C)C,0.35,0.23,0.0,0.14,0.868
C[C@H]([C@@H](O)C)O,0.34,0.93,0.61,0.88,0.7896
CC(=O)C(O)C,0.29,0.69,0.27,0.74,0.7466
ClC(C(=O)C)Cl,0.4,0.73,0.09,0.35,0.7918
CC(C1=CC2=CCC3C(C2CC1)(C)CCCC3(C)C(=O)O)C,1.2,1.2,0.5,0.8,2.5892
OC(=O)c1ccc(c(c1)Cl)Cl,0.95,0.92,0.67,0.26,1.1765
CC1CCC2=C1CC1CCC2(C1(C)C)C,0.72,0.18,0.0,0.24,1.8533
NCCc1c[nH]cn1,0.88,1.24,0.56,1.01,0.9179
CCSC(C)C,0.35,0.34,0.0,0.42,0.9766
CC(c1cc2c(cc1O)CCC1C2(C)CCCC1(C)C)C,1.16,1.15,0.4,0.47,2.5305
OC(C1CC2CC1C=C2)(c1ccccc1)CCN1CCCCC1,1.85,1.25,0.31,1.57,2.6196
N#CN=C(NCCSCc1nc[nH]c1C)NC,1.7,1.73,0.67,1.93,1.9563
COc1c(OC)cccc1O,0.88,1.5,0.2,0.68,1.1743
C=C[C@]1(C)CC[C@H](C[C@H]1C(=C)C)C(=C)C,0.71,0.4,0.0,0.33,1.9845
CCCc1cc(=O)[nH]c(=S)[nH]1,1.34,1.64,0.3,1.26,1.2791
OCC(c1ccccc1)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C,1.2,1.58,0.26,1.73,2.282
Nc1ccc(cc1)S(=O)(=O)Nc1cc(C)nc(n1)C,2.13,2.7,0.48,1.76,2.0043
Clc1cc(Cl)c2c(c1)c(Cl)ccc2,1.69,1.12,0.0,0.0,1.4526
Clc1ccc2c(c1)ccc(c2Cl)Cl,1.69,1.18,0.0,0.0,1.4526
Clc1ccc2c(c1)c(Cl)cc(c2Cl)Cl,1.81,1.24,0.0,0.0,1.575
O=CNC(C(Cl)(Cl)Cl)O,0.85,1.28,0.65,0.79,1.0727
CCOC(=O)C(Cl)(Cl)Cl,0.37,0.65,0.0,0.37,1.1138
OCc1ccccc1I,1.42,1.17,0.42,0.5,1.1742
CC(Cc1cccc(c1)C)C,0.6,0.54,0.0,0.18,1.4209
CC(Cc1ccc(cc1)C)C,0.6,0.51,0.0,0.18,1.4209
NCCc1ccc(c(c1)O)O,1.21,1.45,1.04,1.08,1.2154
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)Cl)C(C)C,2.2,2.5,0.0,1.2,3.1876
COc1ccc(cc1)NC(=O)C,0.97,1.59,0.48,0.86,1.3133
NCCc1ccc(cc1)O,1.04,1.17,0.72,0.9,1.1567
Oc1cc2CC3(C(c2cc1O)c1ccc(c(c1OC3)O)O)O,2.42,2.7,1.66,1.7,2.0228
OC(COc1cccc2c1CCC(=O)N2)CNC(C)(C)C,1.56,2.02,0.77,1.83,2.3495
CCOC(=O)N,0.29,1.38,0.33,0.46,0.7055
O=N(=O)c1ccc(c(c1)Oc1ccccc1)NS(=O)(=O)C,2.11,2.7,0.31,1.09,2.0787
O=C1c2ccccc2N(C2N1CCc1c2[nH]c2c1cccc2)C,2.84,2.35,0.22,1.2,2.2568
COc1cc(cc(c1OC)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@H](c2c1cc1OCOc1c2)O,2.16,3.16,0.32,2.0,2.834
CNS(=O)(=O)c1ccccc1,1.1,1.55,0.33,0.77,1.238
Clc1cc(Cl)c(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,2.19,1.74,0.0,0.11,2.0586
C=CC=C(CCC=C(C)C)C,0.38,0.35,0.0,0.26,1.5295
CCn1cc(C(=O)O)c(=O)c2c1nc(nc2)N1CCNCC1,1.97,1.91,0.73,2.22,2.1725
CC=CC=CC,0.4,0.23,0.0,0.1,0.868
CC=CC=CC,0.4,0.23,0.0,0.1,0.868
c1ccc(cc1)C(c1ccccc1)c1ccccc1,1.8,1.32,0.0,0.52,2.0729
C#CC1(CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12)OC(=O)C,1.74,3.08,0.12,1.22,2.7351
CC(=O)SC1CC2=CC(=O)CCC2(C2C1C1CCC3(C1(CC2)C)CCC(=O)O3)C,2.1,4.3,0.0,1.9,3.1735
COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,3.94,3.44,1.9,4.26,4.0903
COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)O,2.52,1.76,0.95,1.46,2.0884
O=C1CC[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(O)C(=O)C)C)C,1.64,3.35,0.25,1.31,2.8211
CC([C@@H]1CC[C@@]2(C1C1C(=C)CCC21)C)C,0.63,0.14,0.0,0.2,1.8533
O=C1CCC2(C(C1)CCC1C2CCC2(C1CCC2(C)O)C)C,1.58,2.49,0.16,1.18,2.5666
CCCCCc1cc(O)c2c(c1)OC(c1c2cc(C)cc1)(C)C,1.77,1.9,0.55,0.63,2.6011
CN(c1nccnc1)C,0.99,1.11,0.0,0.73,1.0158
CC(=O)OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)C=CC12C,2.07,2.6,0.46,2.18,3.0521
CCCCc1c(C)nc([nH]c1=O)N(C)C,1.04,0.84,0.0,1.35,1.779
CN(CCN1c2ccccc2Sc2c1cccc2)C,2.05,1.45,0.0,1.06,2.1423
CCc1ccc2c(c1)cc1c(c2)cccc1,2.3,1.3,0.0,0.31,1.7362
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1.44,1.35,0.49,1.45,1.7859
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,2.05,1.94,0.0,1.15,2.9733
O=C(c1ccccc1C(=O)OCc1ccccc1)OCc1ccccc1,1.88,1.81,0.0,1.2,2.6444
CC1=CC[C@@H]2[C@@H](C1)[C@@H](CC=C2C)C(C)C,0.79,0.29,0.0,0.36,1.9189
C=CCc1cc(OC)c2c(c1OC)OCO2,1.14,1.55,0.0,0.76,1.645
OCC(=O)[C@H]1C[C@@H]2[C@](C1)(C=O)C[C@@H]([C@H]1C2CCC2=CC(=O)CC[C@]12C)O,2.01,3.47,0.4,1.9,2.7546
Clc1ccc2c(c1)C(=NC(C(=O)N2C)O)c1ccccc1F,2.18,1.6,0.12,1.64,2.1503
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1.29,1.32,0.51,1.26,1.5697
O=C1C=Cc2c(C1=O)cccc2,1.09,1.08,0.0,0.65,1.1598
C#CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1,2.26,1.82,0.12,1.37,2.2697
O=C1C(NC(=O)c2c(C)onc2c2c(F)cccc2Cl)C2N1C(C(=O)O)C(S2)(C)C,3.06,2.2,0.53,2.27,2.9038
COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N)C,1.81,3.17,0.0,2.37,3.7861
OC(COc1cccc2c1cccc2)CNC(C)C,1.84,1.43,0.44,1.31,2.148
Cc1cc(cc(c1CC1=NCCN1)C)C(C)(C)C,1.16,1.1,0.5,1.04,2.1734
ClC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,2.05,1.42,0.0,0.88,2.8186
Clc1ccc(cc1)c1c(Cl)ccc(c1Cl)Cl,1.89,1.48,0.0,0.15,1.8138
Clc1c(Cl)ccc(c1Cl)c1ccccc1Cl,1.89,1.48,0.0,0.15,1.8138
Clc1c(Cl)cccc1c1c(Cl)ccc(c1Cl)Cl,2.02,1.61,0.0,0.13,1.9362
Clc1ccc(c(c1)c1cc(Cl)cc(c1Cl)Cl)Cl,2.05,1.61,0.0,0.13,1.9362
Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl,2.04,1.61,0.0,0.13,1.9362
Clc1ccc(c(c1)c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,2.17,1.74,0.0,0.11,2.0586
Clc1c(Cl)cc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,2.32,1.87,0.0,0.09,2.181
Clc1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,2.31,1.87,0.0,0.09,2.181
Clc1cc(Cl)c(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,2.19,1.74,0.0,0.11,2.0586
Clc1cc(Cl)c(c(c1)c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,2.31,1.87,0.0,0.09,2.181
Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,2.31,1.87,0.0,0.09,2.181
Clc1cc(Cl)c(cc1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,2.3,1.87,0.0,0.09,2.181
Clc1ccc(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,2.28,1.87,0.0,0.09,2.181
Clc1c(Cl)cc(c(c1Cl)c1ccc(c(c1Cl)Cl)Cl)Cl,2.3,1.87,0.0,0.09,2.181
Clc1cc(Cl)c(cc1c1cc(Cl)c(c(c1)Cl)Cl)Cl,2.21,1.72,0.0,0.09,2.0586
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,2.43,2.0,0.0,0.06,2.3034
Clc1cc(Cl)c(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,2.34,1.87,0.0,0.09,2.181
Clc1c(Cl)cc(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,2.46,2.0,0.0,0.06,2.3034
Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,2.48,2.0,0.0,0.06,2.3034
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,2.58,2.13,0.0,0.04,2.4258
Clc1ccc(c(c1Cl)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,2.45,2.0,0.0,0.06,2.3034
Clc1c(Cl)cc(c(c1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,2.57,2.13,0.0,0.04,2.4258
Cc1c(C)cccc1C,0.73,0.61,0.0,0.19,1.1391
Cc1c(C)cccc1O,0.85,0.81,0.53,0.36,1.0569
Cc1ccc(c(c1C)C)O,0.86,0.86,0.52,0.42,1.1978
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,0.74,1.17,0.45,1.22,1.4788
Clc1cccc(c1Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,2.17,1.74,0.0,0.11,2.0586
Clc1ccc(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,2.19,1.74,0.0,0.11,2.0586
Clc1ccc(c(c1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,2.31,1.87,0.0,0.09,2.181
Clc1c(N)c(Cl)c(c(c1Cl)Cl)Cl,1.41,1.4,0.46,0.01,1.4282
Cc1cc(C)c(c(c1C)O)C,0.88,0.81,0.38,0.44,1.3387
Clc1cc(Cl)c(c(c1)c1c(Cl)ccc(c1Cl)Cl)Cl,2.17,1.74,0.0,0.11,2.0586
Cc1cc(C)c(c(c1)C)C,0.75,0.61,0.0,0.19,1.28
Oc1cc(C)c(c(c1)C)C,0.83,0.89,0.58,0.42,1.1978
Cc1cc(C)c(c(c1)C)O,0.86,0.81,0.3,0.45,1.1978
CC(c1ccccc1C)C,0.67,0.53,0.0,0.19,1.28
NC(=O)c1ccccc1C,0.95,1.5,0.5,0.72,1.1137
NC(=O)Cc1ccc(cc1)C(=O)O,1.3,1.15,1.32,1.23,1.329
OCC(CN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F)O,2.39,2.55,0.4,1.95,2.4908
O=N(=O)c1cc(ccc1N(=O)=O)C(=O)O,1.25,1.9,0.75,0.62,1.2801
N#CSc1ccccc1,1.16,1.22,0.0,0.25,1.0346
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Cl,1.93,1.56,0.44,1.77,2.798
O=Cc1ccc(cc1N(=O)=O)N(=O)=O,1.38,1.82,0.0,0.6,1.2214
CCCN(C(=O)SCc1ccccc1)CCC,1.21,1.27,0.0,1.06,2.1226
CCCC(CC(C)C)CC,0.0,0.0,0.0,0.0,1.5176
C[Si]1(C)O[Si](C)(C)O[Si](O[Si](O1)(C)C)(C)O,0.01,0.13,0.67,0.79,2.2626
CCc1ccc(c2c(c1)c(C)cc2)C,1.34,1.07,0.0,0.17,1.649
CC1=C(C)[C@@H]2C[C@H]1CC2,0.46,0.19,0.0,0.17,1.1165
O=C1CCCN1Cc1ccccc1,1.18,1.78,0.0,0.89,1.4278
N#Cc1ccccc1C,0.78,1.06,0.0,0.31,1.012
O=Cc1ccccc1C,0.87,0.96,0.0,0.4,1.0139
CCc1cnccc1C,0.69,0.79,0.0,0.45,1.098
OC1CCCc2c1cccc2,1.04,0.9,0.34,0.68,1.2301
Oc1cccc2c1CCCC2,1.04,0.9,0.51,0.41,1.2301
OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C,2.14,3.58,0.36,1.89,2.7116
CN(c1ccc(cc1)C(=O)c1ccccc1)C,1.62,1.73,0.0,0.76,1.8624
COc1cc(cc(c1O)OC)C(=O)O,0.96,1.74,0.75,0.89,1.3896
COc1cc(C=CC(=O)O)cc(c1O)OC,1.5,1.72,0.81,1.19,1.6284
OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,1.96,3.5,0.36,1.87,2.7546
OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,1.37,1.29,0.72,0.4,1.8333
OC1CCc2c(C1)cccc2,1.04,0.9,0.34,0.75,1.2301
Cc1cc(C)nc(n1)Nc1ccccc1,1.65,0.92,0.03,0.99,1.6236
Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,1.73,2.05,0.5,1.08,2.1558
Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,2.76,2.58,0.31,2.65,3.7697
ClC(C(c1ccccc1Cl)c1ccc(cc1)Cl)Cl,1.8,1.73,0.1,0.26,2.0956
COc1ccccc1OCC(COC(=O)N)O,1.54,2.1,0.67,1.56,1.7712
ClCC(=O)c1ccccc1,1.02,1.57,0.0,0.41,1.1363
OC(c1cc(nc2c1cccc2C(F)(F)F)C(F)(F)F)C1CCCCN1,1.0,1.34,0.43,1.3,2.3276
CCOc1cccc2c1cccc2,1.41,1.14,0.0,0.39,1.4259
CCCNC(=O)C,0.33,1.25,0.4,0.72,0.9286
CC(=O)Oc1ccccc1C,0.68,1.04,0.0,0.57,1.2135
CCCCCCCCCCCS,0.34,0.4,0.0,0.21,1.822
COCCCN,0.26,0.74,0.16,0.86,0.8307
CCCCc1ccncc1,0.62,0.77,0.0,0.59,1.2389
O=NN(Cc1ccccc1)Cc1ccccc1,1.51,1.78,0.0,0.71,1.8213
CCCCCCCC(F)(F)F,-0.33,0.21,0.0,0.08,1.2889
CCC=CCCOC(=O)CC,0.21,0.55,0.0,0.45,1.4081
ClCC(=O)CCl,0.4,1.09,0.15,0.33,0.7918
COC(OC)C,0.07,0.62,0.0,0.66,0.7896
O[C@@H]1CC[C@]2(C(C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C,1.37,1.65,0.43,1.57,2.4257
CC(C(O)C)O,0.37,0.93,0.6,0.88,0.7896
Cc1ccco1,0.37,0.51,0.0,0.14,0.6772
CCCC(CO)O,0.35,0.9,0.58,0.84,0.9305
CCCCCCCCC=CC=O,0.31,0.75,0.0,0.43,1.6312
Cc1cc(O)cc(c1N(=O)=O)C,1.07,1.65,0.79,0.26,1.2311
O=N(=O)c1cc(C)c(c(c1)N(=O)=O)O,1.2,1.59,0.04,0.52,1.2644
OC(=O)c1cccc(c1)S(=O)(=O)C,1.06,1.78,0.68,0.96,1.3535
O=C1C2CC3C1C1(Cl)C(C4(C2C3C1(C4(Cl)Cl)Cl)Cl)Cl,2.29,1.49,0.0,0.91,2.0065
CCCC(OC(=O)C)C,0.05,0.57,0.0,0.47,1.1693
CCN(CCC#N)CC,0.27,0.89,0.0,0.86,1.2085
Clc1cc2c(Cl)cccc2c(c1Cl)Cl,1.81,1.24,0.0,0.0,1.575
Clc1cc(Cl)c2c(c1)c(Cl)cc(c2)Cl,1.81,1.18,0.0,0.0,1.575
Clc1cc(Cl)c2c(c1)c(Cl)c(c(c2)Cl)Cl,1.93,1.36,0.0,0.0,1.6974
Clc1cc(cc(c1Cl)Cl)c1ccccc1,1.8,1.31,0.0,0.13,1.6914
C=C[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,-0.42,-0.07,0.0,0.44,2.1882
Cc1cccc(c1)C(C)C,0.62,0.49,0.0,0.19,1.28
Clc1cccc(c1)C(=O)O,0.84,0.95,0.63,0.32,1.0541
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)CC,1.85,2.76,0.39,1.92,2.7126
CC(=CCC/C(=C/1\CCC(=CC1)C)/C)C,0.67,0.35,0.0,0.39,1.9845
COC(=O)c1ccc(c(c1)N)O,1.29,1.52,0.61,0.9,1.2311
OCc1ccc(cc1)C(C)C,0.8,0.98,0.39,0.7,1.3387
CC(c1ccc(cc1)C(=O)O)C,0.73,0.87,0.6,0.39,1.3544
Clc1ccc(c(c1)C)N(=O)=O,0.98,1.18,0.0,0.23,1.1539
C#Cc1ccccc1,0.68,0.58,0.12,0.24,0.9122
CCc1ccncc1,0.63,0.8,0.0,0.57,0.9571
CCc1cccnc1,0.64,0.79,0.0,0.57,0.9571
CCc1ccnc(c1)C,0.64,0.75,0.0,0.4,1.098
COc1cccc(c1)N,1.03,1.22,0.25,0.55,1.0158
CC(=O)Nc1cccc(c1)C,0.87,1.11,0.57,0.73,1.2546
COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,2.24,1.47,0.58,1.43,2.5299
CCCCCc1ccccc1,0.59,0.51,0.0,0.15,1.4209
S(Cc1ccccc1)Cc1ccccc1,1.59,1.15,0.0,0.55,1.7695
COCc1ccccc1,0.65,0.77,0.0,0.48,1.0569
CC(Cc1ccccc1)C,0.58,0.47,0.0,0.15,1.28
OCCCC#C,0.39,0.64,0.45,0.59,0.7858
COc1cc(C=CC(=O)Nc2ccccc2C(=O)O)ccc1OC,2.2,1.81,0.93,1.37,2.4339
CC(=O)Nc1ccc(cc1)Cl,0.98,1.5,0.64,0.51,1.2361
CN(CCc1ccc(cc1)O)C,0.95,1.22,0.55,0.98,1.4385
CCOCc1ccccc1,0.63,0.71,0.0,0.52,1.1978
OC(=O)C1CCC(C1(C)C)(C)C(=O)O,0.52,1.36,1.12,0.99,1.5578
OCc1cc(C)ccc1C,0.87,0.88,0.39,0.64,1.1978
CCCOC(=O)CCl,0.25,0.82,0.0,0.44,1.0099
CCSSC(C)C,0.64,0.5,0.0,0.34,1.1401
CCCCC(=O)OCC,0.05,0.58,0.0,0.45,1.1693
C=CCSS(=O)CC=C,1.05,1.47,0.0,0.72,1.2537
CCOC(=O)NCC(C)C,0.2,0.88,0.24,0.66,1.2691
CCCC(=O)OCC(C)C,0.01,0.53,0.0,0.47,1.3102
FC(OC(C(F)(F)F)(F)F)F,-0.57,-0.04,0.0,0.0,0.7139
CCCC(OC(=O)CC)C,0.03,0.53,0.0,0.47,1.3102
Fc1ccc(cc1)n1c(=O)cc(n1C)C,1.38,1.6,0.0,1.25,1.5023
CCCCCOC(=O)CCCCC,-0.01,0.56,0.0,0.45,1.7329
CCCCCOC(=O)CCC,0.03,0.56,0.0,0.45,1.4511
CCCS(=O)c1ccc2c(c1)nc([nH]2)NC(=O)OC,1.95,1.79,0.6,1.62,2.0062
CCC(=O)OCC(C)C,0.03,0.53,0.0,0.47,1.1693
NCCc1cc(OC)c(c(c1)OC)OC,1.06,1.5,0.16,1.36,1.6968
C#CC1(O)CCC2C1(CC)CC(=C)C1C2CCC2=CC(=O)CCC12,1.98,3.02,0.44,1.47,2.6764
OCCBr,0.57,0.86,0.38,0.49,0.6241
CCOC(=O)CC(O)C,0.2,1.31,0.08,0.74,1.0871
CCCCl,0.22,0.4,0.0,0.1,0.6537
CCCCOC(=O)C=C(C)C,0.27,0.56,0.0,0.41,1.4081
CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,1.85,1.55,0.13,1.4,2.6344
CCCNCC(COc1ccccc1C(=O)CCc1ccccc1)O,1.73,2.09,0.29,1.74,2.8252
Oc1cc(O)cc(c1)C(CNCCCn1cnc2c1c(=O)n(C)c(=O)n2C)O,2.88,3.1,1.35,2.83,2.8105
SCCS,0.81,0.78,0.0,0.42,0.7174
CC1(OCC(CO1)(C)C)c1ccccc1,0.9,1.46,0.0,0.79,1.7115
COCC,0.02,0.39,0.0,0.39,0.59
O=C(c1ccccc1)C1CCC1,0.98,1.33,0.0,0.52,1.328
O=NOC(C)(C)C,0.04,0.34,0.0,0.34,0.8464
COc1cccc2c1C(=O)c1c(O)c3C(OC4CC(N)C(C(O4)C)O)CC(Cc3c(c1C2=O)O)(O)C(=NNC(=O)c1ccccc1)C,4.5,5.27,1.34,3.6,4.575
CC(CC(C)(C)C)C,0.0,0.0,0.0,0.0,1.2358
CCC(=O)CCCC(C)C,0.1,0.65,0.0,0.54,1.3924
CC(=O)OC(C)(C)C,0.03,0.54,0.0,0.47,1.0284
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C,-0.88,-0.12,0.0,0.74,3.5172
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](O[Si](O1)(C)C)(C)C,-0.7,-0.1,0.0,0.5,2.931
C[Si]1(C)O[Si](C)(C)O[Si](O1)(C)C,-0.25,0.01,0.0,0.51,1.75
CN1CCCC1c1cccnc1,0.87,0.88,0.0,1.09,1.371
CCc1ccc(cn1)CC,0.64,0.7,0.0,0.41,1.2389
OC(=O)C(Cc1c[nH]c2c1cccc2)N,2.1,2.03,1.06,1.76,1.5433
ICCC(C)C,0.61,0.37,0.0,0.19,1.0713
SCCC(C)C,0.34,0.32,0.0,0.24,0.9766
CCCC(=O)N,0.44,1.3,0.55,0.64,0.7877
COc1ccc(c(c1Cl)Cl)Cl,1.13,1.18,0.0,0.1,1.2832
COc1cc(Cl)cc(c1Cl)Cl,1.12,1.01,0.0,0.14,1.2832
COc1cc(Cl)c(c(c1)Cl)Cl,1.08,0.99,0.0,0.12,1.2832
O=C(c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)NCC1CCCCN1,0.63,1.53,0.55,1.6,2.5966
CC(CC(=O)N)C,0.43,1.28,0.56,0.66,0.9286
CC(=O)CC(=O)O,0.32,1.05,0.71,0.72,0.7623
Cc1scc(n1)C,0.66,0.7,0.0,0.46,0.8818
O=C1C=CC(=O)N1,0.66,1.42,0.39,0.49,0.6518
Clc1cccc(c1)Cl,0.85,0.73,0.0,0.02,0.9612
CCC(CC(=O)CC)C,0.11,0.65,0.0,0.52,1.2515
CC(OC(=O)C)OC(=O)C,0.12,0.97,0.0,0.74,1.1028
ClC1CCCCC1,0.45,0.48,0.0,0.1,0.9678
O=C(c1ccccc1)C1CCCC1,1.0,1.3,0.0,0.53,1.4689
O=C1CCCCO1,0.44,1.52,0.0,0.63,0.7789
Clc1cc(Cl)c(c(c1c1ccccc1)Cl)Cl,1.89,1.48,0.0,0.15,1.8138
N#CCCC(C)C,0.16,0.87,0.0,0.36,0.9678
O=COCC(C)C,0.1,0.6,0.0,0.4,0.8875
CC(CON=O)C,0.05,0.31,0.0,0.31,0.8464
CCCCI,0.63,0.4,0.0,0.15,0.9304
ClCCC#N,0.39,1.22,0.02,0.4,0.6675
O=N(=O)c1ccc(c(c1)O)C,1.08,1.52,0.75,0.26,1.0902
CCN=C=S,0.65,0.62,0.0,0.3,0.7086
CC(c1ccccc1)(I)C,1.28,0.95,0.0,0.27,1.3973
CCSC#N,0.48,0.8,0.0,0.37,0.7086
C1C=CC=C1,0.42,0.35,0.0,0.12,0.6185
CCN(c1ccc(cc1)C(=O)O)CC,1.08,1.25,0.54,0.63,1.5951
OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N,2.31,2.19,1.03,1.5,2.1032
CC(=O)NCC(=O)O,0.58,1.7,0.83,0.96,0.8621
CCCCCC(O)C,0.19,0.36,0.33,0.56,1.1536
CCCCCCl,0.21,0.4,0.0,0.1,0.9355
BrCC(=O)OCc1ccccc1,1.04,1.35,0.0,0.67,1.3885
CCCOc1ccc(cc1)C(=O)O,0.88,0.98,0.56,0.53,1.4131
CC(C)CCOC(N)=O,0.2,0.88,0.24,0.66,1.41
CC(CCOCCC(C)C)C,0.0,0.19,0.0,0.45,1.5763
CC(CCSCCC(C)C)C,0.3,0.35,0.0,0.41,1.6811
CCCCCCCl,0.2,0.4,0.0,0.1,1.0764
N#CCCCC#N,0.33,2.05,0.0,0.59,0.8407
CCCCC[Hg]Cl,1.0,1.52,0.13,0.27,1.2099
CCCCON=O,0.07,0.28,0.0,0.29,0.8464
C1=CC=CC=CC1,0.76,0.46,0.0,0.18,0.8573
CCCCSCCCC,0.35,0.37,0.0,0.35,1.3993
CCCCCCCCCCCCCC(=O)O,0.06,0.65,0.62,0.45,2.1556
